,imdb_title_id,title,year,genre,country,language,director,description,weighted_average_vote,total_votes,mean_vote,median_vote,males_18age_avg_vote,males_30age_avg_vote,males_45age_avg_vote,females_18age_avg_vote,females_30age_avg_vote,females_45age_avg_vote,keywords,bag_of_words
23498,tt0095327,Una tomba per le lucciole,1988,"['animation', 'drama', 'war']",['japan'],Japanese,['isaotakahata'],A young boy and his little sister struggle to survive in Japan during World War II.,8.5,225438.0,8.4,9.0,8.6,8.4,8.1,8.6,8.6,8.4,"['world', 'war', 'ii', 'survive', 'little', 'sister', 'struggle', 'young', 'boy', 'japan']",animation drama war japan isaotakahata world war ii survive little sister struggle young boy japan 
28801,tt0114814,I soliti sospetti,1995,"['crime', 'mystery', 'thriller']","['usa', 'germany']","English, Hungarian, Spanish, French",['bryansinger'],"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",8.5,968947.0,8.5,9.0,8.6,8.6,8.5,8.3,8.4,8.5,"['boat', 'five', 'criminals', 'met', 'horrific', 'gun', 'battle', 'sole', 'survivor', 'tells', 'seemingly', 'random', 'police', 'lineup', 'twisty', 'events', 'leading', 'began']",crime mystery thriller usa germany bryansinger boat five criminals met horrific gun battle sole survivor tells seemingly random police lineup twisty events leading began 
850,tt0021749,Luci della cittÃ ,1931,"['comedy', 'drama', 'romance']",['usa'],English,['charleschaplin'],"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",8.5,162668.0,8.3,9.0,8.6,8.5,8.5,8.5,8.5,8.4,"['eyed', 'tramp', 'fallen', 'help', 'sightless', 'flower', 'girl', 'accumulates', 'money', 'love', 'medically', 'able', 'wealthy', 'erratic', 'tippler', 'aid', 'dewy']",comedy drama romance usa charleschaplin eyed tramp fallen help sightless flower girl accumulates money love medically able wealthy erratic tippler aid dewy 
30213,tt0119698,Principessa Mononoke,1997,"['animation', 'adventure', 'fantasy']",['japan'],Japanese,['hayaomiyazaki'],"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",8.4,331045.0,8.4,9.0,8.5,8.4,8.0,8.4,8.3,8.2,"['middle', 'curse', 'tatara', 'quest', 'journey', 'find', 'war', 'mononoke', 'hime', 'tatarigami', 'mining', 'colony', 'forest', 'gods', 'cure', 'ashitaka', 'finds', 'also', 'meets', 'san']",animation adventure fantasy japan hayaomiyazaki middle curse tatara quest journey find war mononoke hime tatarigami mining colony forest gods cure ashitaka finds also meets san 
9119,tt0051201,Testimone d'accusa,1957,"['crime', 'drama', 'mystery']",['usa'],"English, German",['billywilder'],A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,8.4,104524.0,8.2,8.0,8.6,8.4,8.3,8.5,8.3,8.5,"['surprise', 'client', 'veteran', 'british', 'barrister', 'must', 'defend', 'murder', 'trial']",crime drama mystery usa billywilder surprise client veteran british barrister must defend murder trial 
42210,tt0364569,Oldboy,2003,"['action', 'drama', 'mystery']",['southkorea'],Korean,['chan-wookpark'],"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",8.4,501082.0,8.3,9.0,8.5,8.4,8.0,8.3,8.3,7.8,"['fifteen', 'years', 'kidnapped', 'oh', 'dae', 'five', 'days', 'find', 'must', 'su', 'imprisoned', 'captor', 'released']",action drama mystery southkorea chan-wookpark fifteen years kidnapped oh dae five days find must su imprisoned captor released 
35548,tt0209144,Memento,2000,"['mystery', 'thriller']",['usa'],English,['christophernolan'],A man with short-term memory loss attempts to track down his wife's murderer.,8.4,1098879.0,8.4,9.0,8.6,8.5,8.2,8.3,8.2,8.0,"['man', 'term', 'memory', 'loss', 'attempts', 'track', 'wife', 'short', 'murderer']",mystery thriller usa christophernolan man term memory loss attempts track wife short murderer 
6422,tt0043014,Viale del tramonto,1950,"['drama', 'film-noir']",['usa'],English,['billywilder'],A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,8.4,195789.0,8.2,8.0,8.4,8.3,8.5,8.4,8.4,8.5,"['screenwriter', 'develops', 'triumphant', 'return', 'dangerous', 'relationship', 'make', 'faded', 'film', 'star', 'determined']",drama film-noir usa billywilder screenwriter develops triumphant return dangerous relationship make faded film star determined 
74689,tt5311514,Your Name.,2016,"['animation', 'drama', 'fantasy']",['japan'],Japanese,['makotoshinkai'],"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",8.4,178480.0,8.5,9.0,8.6,8.2,7.9,8.5,8.2,7.8,"['apart', 'linked', 'connection', 'forms', 'two', 'strangers', 'find', 'thing', 'keep', 'bizarre', 'way', 'distance']",animation drama fantasy japan makotoshinkai apart linked connection forms two strangers find thing keep bizarre way distance 
19713,tt0082971,I predatori dell'arca perduta,1981,"['action', 'adventure']",['usa'],"English, German, Hebrew, Spanish, Arabic, Nepali",['stevenspielberg'],"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before",8.4,865510.0,8.4,9.0,8.3,8.5,8.7,8.0,8.2,8.6,"['hired', 'archaeologist', 'u', 'government', 'adventurer', 'indiana', 'jones', 'find', 'covenant', '1936', 'ark']",action adventure usa stevenspielberg hired archaeologist u government adventurer indiana jones find covenant 1936 ark 
11150,tt0057012,Il dottor Stranamore - Ovvero: come ho imparato a non preoccuparmi e ad amare la bomba,1964,['comedy'],"['uk', 'usa']","English, Russian",['stanleykubrick'],An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,8.4,441115.0,8.3,9.0,8.4,8.4,8.4,8.1,8.1,8.1,"['generals', 'frantically', 'tries', 'path', 'nuclear', 'holocaust', 'stop', 'insane', 'general', 'triggers', 'politicians', 'war', 'room', 'full']",comedy uk usa stanleykubrick generals frantically tries path nuclear holocaust stop insane general triggers politicians war room full 
19255,tt0081505,Shining,1980,"['drama', 'horror']","['uk', 'usa']",English,['stanleykubrick'],"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",8.4,869480.0,8.3,9.0,8.4,8.4,8.4,8.2,8.3,8.3,"['psychic', 'son', 'sees', 'horrific', 'forebodings', 'violence', 'isolated', 'hotel', 'sinister', 'presence', 'influences', 'father', 'family', 'heads', 'winter', 'past', 'future']",drama horror uk usa stanleykubrick psychic son sees horrific forebodings violence isolated hotel sinister presence influences father family heads winter past future 
55264,tt1345836,Il cavaliere oscuro - Il ritorno,2012,"['action', 'adventure']","['uk', 'usa']","English, Arabic",['christophernolan'],"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",8.4,1480582.0,8.5,9.0,8.6,8.4,7.9,8.5,8.3,8.0,"['anarchy', 'forced', 'joker', 'help', 'reign', 'eight', 'years', 'save', 'gotham', 'city', 'exile', 'enigmatic', 'catwoman', 'brutal', 'guerrilla', 'terrorist', 'bane', 'batman']",action adventure uk usa christophernolan anarchy forced joker help reign eight years save gotham city exile enigmatic catwoman brutal guerrilla terrorist bane batman 
50334,tt0986264,Stelle sulla Terra,2007,"['drama', 'family']",['india'],Hindi,"['aamirkhan', 'amolegupte']","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",8.4,161867.0,8.4,9.0,8.6,8.3,7.2,8.5,8.3,7.0,"['eight', 'old', 'boy', 'compassion', 'thought', 'real', 'problem', 'behind', 'lazy', 'trouble', 'maker', 'new', 'art', 'teacher', 'year', 'struggles', 'discover', 'school', 'patience']",drama family india aamirkhan amolegupte eight old boy compassion thought real problem behind lazy trouble maker new art teacher year struggles discover school patience 
18400,tt0078788,Apocalypse Now,1979,"['drama', 'mystery', 'war']",['usa'],"English, French, Vietnamese",['francisfordcoppola'],A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,8.4,591251.0,8.3,9.0,8.5,8.4,8.5,8.1,8.1,8.2,"['god', 'assassinating', 'u', 'tasked', 'renegade', 'special', 'forces', 'colonel', 'army', 'officer', 'serving', 'sees', 'vietnam']",drama mystery war usa francisfordcoppola god assassinating u tasked renegade special forces colonel army officer serving sees vietnam 
18386,tt0078748,Alien,1979,"['horror', 'sci-fi']","['uk', 'usa']",English,['ridleyscott'],"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",8.4,768874.0,8.4,9.0,8.3,8.5,8.7,8.0,8.2,8.5,"['crew', 'life', 'cycle', 'space', 'merchant', 'vessel', 'receives', 'merely', 'begun', 'distress', 'call', 'unknown', 'transmission', 'one', 'mysterious', 'form', 'soon', 'realize', 'attacked']",horror sci-fi uk usa ridleyscott crew life cycle space merchant vessel receives merely begun distress call unknown transmission one mysterious form soon realize attacked 
64500,tt2380307,Coco,2017,"['animation', 'adventure', 'family']",['usa'],"English, Spanish","['leeunkrich', 'adrianmolina']","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,352455.0,8.4,9.0,8.4,8.2,8.1,8.7,8.5,8.3,"['music', 'enters', 'great', 'dead', 'find', 'ancestral', 'ban', 'aspiring', 'musician', 'miguel', 'confronted', 'grandfather', 'land', 'legendary', 'singer', 'family']",animation adventure family usa leeunkrich adrianmolina music enters great dead find ancestral ban aspiring musician miguel confronted grandfather land legendary singer family 
43925,tt0405094,Le vite degli altri,2006,"['drama', 'mystery', 'thriller']","['germany', 'france']",German,['florianhenckelvondonnersmarck'],"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",8.4,349642.0,8.4,9.0,8.4,8.4,8.4,8.5,8.6,8.6,"['writer', 'becoming', 'increasingly', 'absorbed', 'conducting', 'surveillance', '1984', 'east', 'berlin', 'lover', 'secret', 'police', 'finds', 'agent', 'lives']",drama mystery thriller germany france florianhenckelvondonnersmarck writer becoming increasingly absorbed conducting surveillance 1984 east berlin lover secret police finds agent lives 
73973,tt5074352,Dangal,2016,"['action', 'biography', 'drama']",['india'],"Hindi, English",['niteshtiwari'],Former wrestler,8.4,147907.0,8.4,9.0,8.5,8.2,7.4,8.6,8.4,7.6,"['former', 'wrestler']",action biography drama india niteshtiwari former wrestler 
49707,tt0910970,WALLÂ·E,2008,"['animation', 'adventure', 'family']",['usa'],English,['andrewstanton'],"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,974734.0,8.3,9.0,8.5,8.4,8.1,8.3,8.5,8.2,"['small', 'waste', 'ultimately', 'decide', 'distant', 'future', 'space', 'journey', 'fate', 'mankind', 'collecting', 'robot', 'inadvertently', 'embarks']",animation adventure family usa andrewstanton small waste ultimately decide distant future space journey fate mankind collecting robot inadvertently embarks 
8988,tt0050825,Orizzonti di gloria,1957,"['drama', 'war']",['usa'],"English, German, Latin",['stanleykubrick'],"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",8.4,172671.0,8.2,8.0,8.5,8.4,8.4,8.2,8.1,8.1,"['refusing', 'commanding', 'officer', 'must', 'defend', 'enemy', 'position', 'attack', 'general', 'accuses', 'soldiers', 'cowardice']",drama war usa stanleykubrick refusing commanding officer must defend enemy position attack general accuses soldiers cowardice 
53283,tt1187043,3 Idiots,2009,"['comedy', 'drama']",['india'],"Hindi, English",['rajkumarhirani'],"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,332217.0,8.5,9.0,8.7,8.2,7.2,8.6,8.2,7.1,"['idiots', '"".', 'think', 'differently', 'inspired', 'long', 'lost', 'companion', 'searching', 'revisit', 'world', 'called', 'even', 'recall', 'two', 'friends', 'memories', 'rest', 'college', 'days', 'friend']","comedy drama india rajkumarhirani idiots "". think differently inspired long lost companion searching revisit world called even recall two friends memories rest college days friend "
7845,tt0047396,La finestra sul cortile,1954,"['mystery', 'thriller']",['usa'],English,['alfredhitchcock'],A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,8.4,432390.0,8.4,9.0,8.5,8.4,8.5,8.4,8.4,8.7,"['bound', 'photographer', 'spies', 'becomes', 'convinced', 'one', 'neighbors', 'committed', 'murder', 'apartment', 'window', 'wheelchair']",mystery thriller usa alfredhitchcock bound photographer spies becomes convinced one neighbors committed murder apartment window wheelchair 
3359,tt0032553,Il grande dittatore,1940,"['comedy', 'drama', 'war']",['usa'],"English, Esperanto",['charleschaplin'],Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,8.4,197381.0,8.3,9.0,8.5,8.4,8.4,8.5,8.5,8.4,"['dictator', 'adenoid', 'hynkel', 'tries', 'expand', 'regime', 'avoid', 'persecution', 'poor', 'jewish', 'barber', 'empire']",comedy drama war usa charleschaplin dictator adenoid hynkel tries expand regime avoid persecution poor jewish barber empire 
60470,tt1853728,Django Unchained,2012,"['drama', 'western']",['usa'],"English, German, French, Italian",['quentintarantino'],"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",8.4,1317856.0,8.4,9.0,8.7,8.4,8.0,8.5,8.3,8.1,"['freed', 'slave', 'sets', 'help', 'brutal', 'mississippi', 'plantation', 'owner', 'wife', 'german', 'bounty', 'hunter', 'rescue']",drama western usa quentintarantino freed slave sets help brutal mississippi plantation owner wife german bounty hunter rescue 
21154,tt0087843,C'era una volta in America,1984,"['crime', 'drama']","['usa', 'italy']","English, Italian, French",['sergioleone'],"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",8.4,302317.0,8.3,9.0,8.5,8.3,8.3,8.2,8.1,8.2,"['era', 'jewish', 'gangster', 'returns', 'thirty', 'years', 'later', 'ghosts', 'old', 'life', 'regrets', 'manhattan', 'must', 'confront', 'lower', 'east', 'side', 'former', 'prohibition']",crime drama usa italy sergioleone era jewish gangster returns thirty years later ghosts old life regrets manhattan must confront lower east side former prohibition 
